Ticker,Company,Industry
SWVL,Swvl Holdings Corp Class A Common Shares,Business Services
SWVLW,Swvl Holdings Corp Warrant,Business Services
SWX,Southwest Gas Holdings Inc. Common Stock (DE),Oil & Gas Production
SWZ,Swiss Helvetia Fund Inc. (The) Common Stock,Finance Companies
SXC,SunCoke Energy Inc. Common Stock,Steel/Iron Ore
SXI,Standex International Corporation Common Stock,Industrial Machinery/Components
SXT,Sensient Technologies Corporation Common Stock,Major Chemicals
SXTC,China SXT Pharmaceuticals Inc. Ordinary Shares,Biotechnology: Pharmaceutical Preparations
SXTP,60 Degrees Pharmaceuticals Inc. Common Stock,Biotechnology: Pharmaceutical Preparations
SXTPW,60 Degrees Pharmaceuticals Inc. Warrant,Biotechnology: Pharmaceutical Preparations
SY,So-Young International Inc. American Depository Shares,EDP Services
SYBT,Stock Yards Bancorp Inc. Common Stock,Major Banks
SYBX,Synlogic Inc. Common Stock,Biotechnology: Pharmaceutical Preparations
SYF,Synchrony Financial Common Stock,Finance: Consumer Services
SYF^A,Synchrony Financial Depositary Shares each Representing a 1/40th Interest in a Share of 5.625% Fixed Rate Non-Cumulative Perpetual Preferred Stock Series A,
SYF^B,Synchrony Financial Depositary Shares Each Representing a 1/40th Interest in a Share of 8.250% Fixed Rate Reset Non-Cumulative Perpetual Preferred Stock Series B,
SYK,Stryker Corporation Common Stock,Medical/Dental Instruments
SYM,Symbotic Inc. Class A Common Stock,Industrial Machinery/Components
SYNA,Synaptics Incorporated Common Stock $0.001 Par Value,Semiconductors
SYNX,Silynxcom Ltd. Ordinary Shares,Consumer Electronics/Appliances
SYPR,Sypris Solutions Inc. Common Stock,Industrial Machinery/Components
SYRA,Syra Health Corp. Class A Common Stock,Diversified Commercial Services
SYRE,Spyre Therapeutics Inc. Common Stock,Biotechnology: Pharmaceutical Preparations
SYRS,Syros Pharmaceuticals Inc. Common Stock,Biotechnology: Pharmaceutical Preparations
SYT,SYLA Technologies Co. Ltd. American Depositary Shares,Real Estate
SYTA,Siyata Mobile Inc. Common Shares,Telecommunications Equipment
SYTAW,Siyata Mobile Inc. Warrant,Telecommunications Equipment
SYY,Sysco Corporation Common Stock,Food Distributors
T,AT&T Inc.,Telecommunications Equipment
T^A,AT&T Inc. Depositary Shares each representing a 1/1000th interest in a share of 5.000% Perpetual Preferred Stock Series A,
T^C,AT&T Inc. Depositary Shares each representing a 1/1000th interest in a share of 4.750% Perpetual Preferred Stock Series C,
TAC,TransAlta Corporation Ordinary Shares,Electric Utilities: Central
TACT,TransAct Technologies Incorporated Common Stock,Computer peripheral equipment
TAIT,Taitron Components Incorporated Class A Common Stock,Electronic Components
TAK,Takeda Pharmaceutical Company Limited American Depositary Shares (each representing 1/2 of a share of Common Stock),Biotechnology: Pharmaceutical Preparations
TAL,TAL Education Group American Depositary Shares,Other Consumer Services
TALK,Talkspace Inc. Common Stock,Medical/Nursing Services
TALKW,Talkspace Inc. Warrant,Medical/Nursing Services
TALO,Talos Energy Inc. Common Stock,Oil & Gas Production
TANH,Tantech Holdings Ltd. Common Shares,Major Chemicals
TAOP,Taoping Inc. Ordinary Shares ,Computer Software: Prepackaged Software
TAP,Molson Coors Beverage Company Class B Common Stock,Beverages (Production/Distribution)
TARA,Protara Therapeutics Inc.  Common Stock,Biotechnology: Biological Products (No Diagnostic Substances)
TARS,Tarsus Pharmaceuticals Inc. Common Stock,Biotechnology: Biological Products (No Diagnostic Substances)
TASK,TaskUs Inc. Class A Common Stock,EDP Services
TATT,TAT Technologies Ltd. Ordinary Shares,Aerospace
TAVI,Tavia Acquisition Corp. Ordinary Shares,Blank Checks
TAVIR,Tavia Acquisition Corp. Right,Blank Checks
TAVIU,Tavia Acquisition Corp. Unit,Blank Checks
TAYD,Taylor Devices Inc. Common Stock,Industrial Machinery/Components
TBB,AT&T Inc. 5.350% Global Notes due 2066,Telecommunications Equipment
TBBB,BBB Foods Inc. Class A Common Shares,Food Chains
TBBK,The Bancorp Inc Common Stock,Major Banks
TBCH,Turtle Beach Corporation Common Stock,Telecommunications Equipment
TBI,TrueBlue Inc. Common Stock,Professional Services
TBLA,Taboola.com Ltd. Ordinary Shares,Computer Software: Programming Data Processing
TBLAW,Taboola.com Ltd. Warrant,Computer Software: Programming Data Processing
TBLD,Thornburg Income Builder Opportunities Trust Common Stock,Investment Managers
TBMC,Trailblazer Merger Corporation I Class A Common Stock,Blank Checks
TBMCR,Trailblazer Merger Corporation I Rights,Blank Checks
TBN,Tamboran Resources Corporation Common stock,Oil & Gas Production
TBNK,Territorial Bancorp Inc. Common Stock,Savings Institutions
TBPH,Theravance Biopharma Inc. Ordinary Shares,Biotechnology: Pharmaceutical Preparations
TBRG,TruBridge Inc. Common Stock,EDP Services
TC,TuanChe Limited American Depositary Shares,Business Services
TCBI,Texas Capital Bancshares Inc. Common Stock,Major Banks
TCBIO,Texas Capital Bancshares Inc. Depositary Shares 5.75% Fixed Rate Non-Cumulative Perpetual Preferred Stock Series B,Major Banks
TCBK,TriCo Bancshares Common Stock,Major Banks
TCBP,TC BioPharm (Holdings) plc American Depositary Shares,Biotechnology: Biological Products (No Diagnostic Substances)
TCBPW,TC BioPharm (Holdings) plc Warrants,Biotechnology: Biological Products (No Diagnostic Substances)
TCBS,Texas Community Bancshares Inc. Common Stock,Banks
TCBX,Third Coast Bancshares Inc. Common Stock,Banks
TCI,Transcontinental Realty Investors Inc. Common Stock,Real Estate Investment Trusts
TCMD,Tactile Systems Technology Inc. Common Stock,Medical/Dental Instruments
TCOM,Trip.com Group Limited American Depositary Shares,Business Services
TCPC,BlackRock TCP Capital Corp. Common Stock,Finance/Investors Services
TCRT,Alaunos Therapeutics Inc. Common Stock,Biotechnology: Pharmaceutical Preparations
TCRX,TScan Therapeutics Inc. Common Stock,Biotechnology: Biological Products (No Diagnostic Substances)
TCTM,TCTM Kids IT Education Inc. American Depositary Shares,Other Consumer Services
TCX,Tucows Inc. Class A Common Stock,EDP Services
TD,Toronto Dominion Bank (The) Common Stock,Commercial Banks
TDACU,Translational Development Acquisition Corp. Units,
TDC,Teradata Corporation Common Stock,Computer Software: Prepackaged Software
TDF,Templeton Dragon Fund Inc. Common Stock,Finance/Investors Services
TDG,Transdigm Group Incorporated Common Stock,Military/Government/Technical
TDOC,Teladoc Health Inc. Common Stock,Medical/Nursing Services
TDS,Telephone and Data Systems Inc. Common Shares,Telecommunications Equipment
TDS^U,Telephone and Data Systems Inc. Depositary Shares Each Representing a 1/1000th Interest in a 6.625% Series UU Cumulative Redeemable Perpetual Preferred Stock,
TDS^V,Telephone and Data Systems Inc. Depositary Shares Each Representing a 1/1000th Interest in a 6.000% Series VV Cumulative Redeemable Perpetual Preferred Stock,
TDTH,Trident Digital Tech Holdings Ltd American Depository Shares,Business Services
TDUP,ThredUp Inc. Class A Common Stock,Catalog/Specialty Distribution
TDW,Tidewater Inc. Common Stock,Marine Transportation
TDY,Teledyne Technologies Incorporated Common Stock,Industrial Machinery/Components
TEAF,Tortoise Sustainable and Social Impact Term Fund Common shares of beneficial interest,Trusts Except Educational Religious and Charitable
TEAM,Atlassian Corporation Class A Common Stock,Computer Software: Prepackaged Software
TECH,Bio-Techne Corp Common Stock,Biotechnology: Biological Products (No Diagnostic Substances)
TECK,Teck Resources Ltd Ordinary Shares,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
TECTP,Tectonic Financial Inc. 9.00% Fixed-to-Floating Rate Series B Non-Cumulative Perpetual Preferred Stock,Major Banks
TECX,Tectonic Therapeutic Inc. Common Stock,Biotechnology: Biological Products (No Diagnostic Substances)
TEF,Telefonica SA Common Stock,Telecommunications Equipment
TEI,Templeton Emerging Markets Income Fund Inc. Common Stock,Finance Companies
TEL,TE Connectivity plc Ordinary Shares,Electronic Components
TELA,TELA Bio Inc. Common Stock,Medical/Dental Instruments
TELO,Telomir Pharmaceuticals Inc. Common Stock,Biotechnology: Pharmaceutical Preparations
TEM,Tempus AI Inc. Class A Common Stock,Computer Software: Programming Data Processing
TEN,Tsakos Energy Navigation Ltd Common Shares,Marine Transportation
TEN^E,Tsakos Energy Navigation Ltd Series E Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Shares par value $1.00,
TEN^F,Tsakos Energy Navigation Ltd Series F Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Shares par value $1.00,
TENB,Tenable Holdings Inc. Common Stock,Computer Software: Prepackaged Software
TENX,Tenax Therapeutics Inc. Common Stock,Biotechnology: Pharmaceutical Preparations
TEO,Telecom Argentina SA,Telecommunications Equipment
TER,Teradyne Inc. Common Stock,Electrical Products
TERN,Terns Pharmaceuticals Inc. Common Stock,Biotechnology: Pharmaceutical Preparations
TEVA,Teva Pharmaceutical Industries Limited American Depositary Shares,Biotechnology: Pharmaceutical Preparations
TEX,Terex Corporation Common Stock,Construction/Ag Equipment/Trucks
TFC,Truist Financial Corporation Common Stock,Major Banks
TFC^I,Truist Financial Corporation Depositary Shares,
TFC^O,Truist Financial Corporation Depositary Shares Each Representing a 1/1000th Interest in a Share of Series O Non-Cumulative Perpetual Preferred Stock,
TFC^R,Truist Financial Corporation Depositary Shares each representing 1/1000th interest in a share of Series R Non-Cumulative Perpetual Preferred Stock,
TFII,TFI International Inc. Common Shares,Trucking Freight/Courier Services
TFIN,Triumph Financial Inc. Common Stock,Major Banks
TFINP,Triumph Financial Inc. Depositary Shares Each Representing a 1/40th Interest in a Share of 7.125% Series C Fixed-Rate Non-Cumulative Perpetual Preferred Stock,Major Banks
TFPM,Triple Flag Precious Metals Corp. Common Shares,Precious Metals
TFSA,Terra Income Fund 6 LLC 7.00% Notes due 2026,
TFSL,TFS Financial Corporation Common Stock,Savings Institutions
TFX,Teleflex Incorporated Common Stock,Medical/Dental Instruments
TG,Tredegar Corporation Common Stock,Metal Fabrications
TGB,Taseko Mines Ltd. Common Stock,Precious Metals
TGI,Triumph Group Inc. Common Stock,Aerospace
TGL,Treasure Global Inc. Common Stock,Business Services
TGLS,Tecnoglass Inc. Ordinary Shares,Electronic Components
TGNA,TEGNA Inc,Broadcasting
TGS,Transportadora de Gas del Sur SA TGS Common Stock,Natural Gas Distribution
TGT,Target Corporation Common Stock,Department/Specialty Retail Stores
TGTX,TG Therapeutics Inc. Common Stock,Biotechnology: Pharmaceutical Preparations
TH,Target Hospitality Corp. Common Stock,Hotels/Resorts
THAR,Tharimmune Inc. Common Stock,Biotechnology: Pharmaceutical Preparations
THC,Tenet Healthcare Corporation Common Stock,Hospital/Nursing Management
THCH,TH International Limited Ordinary shares,Restaurants
THFF,First Financial Corporation Indiana Common Stock,Major Banks
THG,Hanover Insurance Group Inc,Property-Casualty Insurers
THM,International Tower Hill Mines Ltd. Ordinary Shares (Canada),Metal Mining
THO,Thor Industries Inc. Common Stock,Homebuilding
THQ,abrdn Healthcare Opportunities Fund Shares of Beneficial Interest,Finance Companies
THR,Thermon Group Holdings Inc. Common Stock,Industrial Machinery/Components
THRD,Third Harmonic Bio Inc. Common Stock,Biotechnology: Pharmaceutical Preparations
THRM,Gentherm Inc Common Stock,Auto Parts:O.E.M.
THRY,Thryv Holdings Inc. Common Stock,Advertising
THS,Treehouse Foods Inc. Common Stock,Packaged Foods
THTX,Theratechnologies Inc. Common Shares,Biotechnology: Pharmaceutical Preparations
THW,abrdn World Healthcare Fund Shares of Beneficial Interest,Finance Companies
TIGO,Millicom International Cellular S.A. Common Stock,Telecommunications Equipment
TIGR,UP Fintech Holding Ltd American Depositary Share representing fifteen Class A Ordinary Shares,Investment Bankers/Brokers/Service
TIL,Instil Bio Inc. Common Stock,Biotechnology: Biological Products (No Diagnostic Substances)
TILE,Interface Inc. Common Stock,Home Furnishings
TIMB,TIM S.A. American Depositary Shares (Each representing 5 Common Shares) ,Telecommunications Equipment
TIPT,Tiptree Inc. Common Stock,Property-Casualty Insurers
TIRX,TIAN RUIXIANG Holdings Ltd Class A Ordinary Shares,Specialty Insurers
TISI,Team Inc. Common Stock,Other Consumer Services
TITN,Titan Machinery Inc. Common Stock,Other Specialty Stores
TIVC,Tivic Health Systems Inc. Common Stock,Biotechnology: Electromedical & Electrotherapeutic Apparatus
TIXT,TELUS International (Cda) Inc. Subordinate Voting Shares,EDP Services
TJX,TJX Companies Inc. (The) Common Stock,Clothing/Shoe/Accessory Stores
TK,Teekay Corporation Ltd. Common Stock,Marine Transportation
TKC,Turkcell Iletisim Hizmetleri AS Common Stock,Telecommunications Equipment
TKLF,Tokyo Lifestyle Co. Ltd. American Depositary Shares,Other Specialty Stores
TKNO,Alpha Teknova Inc. Common Stock,Biotechnology: In Vitro & In Vivo Diagnostic Substances
TKO,TKO Group Holdings Inc. Class A Common Stock,Services-Misc. Amusement & Recreation
TKR,Timken Company (The) Common Stock,Metal Fabrications
TLF,Tandy Leather Factory Inc. Common Stock,Apparel
TLK,PT Telekomunikasi Indonesia Tbk,Telecommunications Equipment
TLN,Talen Energy Corporation Common Stock,Electric Utilities: Central
TLPH,Talphera Inc. Common Stock,Biotechnology: Pharmaceutical Preparations
TLRY,Tilray Brands Inc. Common Stock , Medicinal Chemicals and Botanical Products 
TLS,Telos Corporation Common Stock,EDP Services
TLSA,Tiziana Life Sciences Ltd. Common Shares,Biotechnology: Pharmaceutical Preparations
TLSI,TriSalus Life Sciences Inc. Common Stock,Medical Specialities
TLSIW,TriSalus Life Sciences Inc. Warrant,Medical Specialities
TLX,Telix Pharmaceuticals Limited American Depositary Shares,Biotechnology: Pharmaceutical Preparations
TLYS,Tilly's Inc. Common Stock,Clothing/Shoe/Accessory Stores
TM,Toyota Motor Corporation Common Stock,Auto Manufacturing
TMC,TMC the metals company Inc. Common Stock,Metal Mining
TMCI,Treace Medical Concepts Inc. Common Stock,Medical/Dental Instruments
TMCWW,TMC the metals company Inc. Warrants,Metal Mining
TMDX,TransMedics Group Inc. Common Stock,Biotechnology: Electromedical & Electrotherapeutic Apparatus
TME,Tencent Music Entertainment Group American Depositary Shares each representing two Class A Ordinary Shares,Broadcasting
TMHC,Taylor Morrison Home Corporation Common Stock,Homebuilding
TMO,Thermo Fisher Scientific Inc Common Stock,Industrial Machinery/Components
TMP,Tompkins Financial Corporation Common Stock,Major Banks
TMQ,Trilogy Metals Inc. Common Stock,Precious Metals
TMUS,T-Mobile US Inc. Common Stock,Telecommunications Equipment
TNC,Tennant Company Common Stock,Industrial Machinery/Components
TNDM,Tandem Diabetes Care Inc. Common Stock,Medical/Dental Instruments
TNET,TriNet Group Inc. Common Stock,Business Services
TNFA,TNF Pharmaceuticals Inc. Common Stock,Biotechnology: In Vitro & In Vivo Diagnostic Substances
TNGX,Tango Therapeutics Inc.,Biotechnology: Pharmaceutical Preparations
TNK,Teekay Tankers Ltd.,Marine Transportation
TNL,Travel   Leisure Co. Common  Stock,Hotels/Resorts
TNMG,TNL Mediagene Ordinary Shares,
TNON,Tenon Medical Inc. Common Stock,Medical/Dental Instruments
TNONW,Tenon Medical Inc. Warrant,Medical/Dental Instruments
TNXP,Tonix Pharmaceuticals Holding Corp. Common Stock,Biotechnology: Pharmaceutical Preparations
TNYA,Tenaya Therapeutics Inc. Common Stock,Biotechnology: Biological Products (No Diagnostic Substances)
TOI,The Oncology Institute Inc. Common Stock,Medical/Nursing Services
TOIIW,The Oncology Institute Inc. Warrant,Medical/Nursing Services
TOL,Toll Brothers Inc. Common Stock,Homebuilding
TOMZ,TOMI Environmental Solutions Inc. Common Stock,Major Chemicals
TOON,Kartoon Studios Inc. Common Stock,Movies/Entertainment
TOP,TOP Financial Group Limited Class A Ordinary Shares,Investment Bankers/Brokers/Service
TOPP,Toppoint Holdings Inc. Common Stock,Trucking Freight/Courier Services
TOPS,TOP Ships Inc. Common Stock,Marine Transportation
TORO,Toro Corp. Common Stock,Marine Transportation
TOST,Toast Inc. Class A Common Stock,EDP Services
TOUR,Tuniu Corporation American Depositary Shares,Transportation Services
TOVX,Theriva Biologics Inc. Common Stock,Biotechnology: Pharmaceutical Preparations
TOWN,TowneBank Common Stock,Major Banks
TOYO,TOYO Co. Ltd Ordinary Shares,Miscellaneous manufacturing industries
TPB,Turning Point Brands Inc. Common Stock,Tobacco
TPC,Tutor Perini Corporation Common Stock,General Bldg Contractors - Nonresidential Bldgs
TPCS,TechPrecision Corporation Common stock,Metal Fabrications
TPET,Trio Petroleum Corp. Common Stock,Oil & Gas Production
TPG,TPG Inc. Class A Common Stock,Investment Managers
